raw_id,doc_id,text,group_key,num_aspects,label_signature,aspects
7551,sentfin_007551,Just Dial rallies on launch of new search app,just dial rallies on launch of new search app,1,positive,"[{'term': 'Just Dial', 'sentiment': 'positive', 'char_from': 0, 'char_to': 9, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7552,sentfin_007552,Jyoti soars 18% on bagging Rs 139 crore order,jyoti soars 18 on bagging rs 139 crore order,1,positive,"[{'term': 'Jyoti', 'sentiment': 'positive', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7553,sentfin_007553,Kalpataru Power surges to 5-year high on order win,kalpataru power surges to 5year high on order win,1,positive,"[{'term': 'Kalpataru Power', 'sentiment': 'positive', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7554,sentfin_007554,Kalpataru Power: Ongoing correction gives a good entry point,kalpataru power ongoing correction gives a good entry point,1,positive,"[{'term': 'Kalpataru Power', 'sentiment': 'positive', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7555,sentfin_007555,Kitex Garments surges as Motilal Oswal sees 50% upside,kitex garments surges as motilal oswal sees 50 upside,2,neutral+positive,"[{'term': 'Kitex Garments', 'sentiment': 'positive', 'char_from': 0, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Motilal Oswal', 'sentiment': 'neutral', 'char_from': 25, 'char_to': 38, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7556,sentfin_007556,L&T in talk to supply nuclear equipments; stock up,lt in talk to supply nuclear equipments stock up,1,positive,"[{'term': 'L&T', 'sentiment': 'positive', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7557,sentfin_007557,L&T looks reasonably priced as of now: Prashastha Seth,lt looks reasonably priced as of now prashastha seth,1,positive,"[{'term': 'L&T', 'sentiment': 'positive', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7558,sentfin_007558,Lakshmi Vilas Bank Q4 net soars 90.5 per cent,lakshmi vilas bank q4 net soars 905 per cent,1,positive,"[{'term': 'Lakshmi Vilas Bank', 'sentiment': 'positive', 'char_from': 0, 'char_to': 18, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7559,sentfin_007559,"Lead futures up on firm spot demand, global cues",lead futures up on firm spot demand global cues,1,positive,"[{'term': 'Lead', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7560,sentfin_007560,LIC Housing Finance profit up 37 percent in Q2,lic housing finance profit up 37 percent in q2,1,positive,"[{'term': 'LIC Housing Finance', 'sentiment': 'positive', 'char_from': 0, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7561,sentfin_007561,LIC stake in Axis Bank crosses 10 per cent,lic stake in axis bank crosses 10 per cent,2,neutral+positive,"[{'term': 'Axis Bank', 'sentiment': 'neutral', 'char_from': 13, 'char_to': 22, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'LIC', 'sentiment': 'positive', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7562,sentfin_007562,Life Insurance Corporation increases stake in BHEL to 9%,life insurance corporation increases stake in bhel to 9,2,neutral+positive,"[{'term': 'BHEL', 'sentiment': 'neutral', 'char_from': 46, 'char_to': 50, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Life Insurance Corporation', 'sentiment': 'positive', 'char_from': 0, 'char_to': 26, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7563,sentfin_007563,London Stock Exchange H1 earnings see boost from FTSE-Russell,london stock exchange h1 earnings see boost from ftserussell,2,neutral+positive,"[{'term': 'FTSE-Russell', 'sentiment': 'neutral', 'char_from': 49, 'char_to': 61, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'London Stock Exchange', 'sentiment': 'positive', 'char_from': 0, 'char_to': 21, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7564,sentfin_007564,Lower fuel subsidy lifts ONGC Q3 profit 23 pc,lower fuel subsidy lifts ongc q3 profit 23 pc,1,positive,"[{'term': 'ONGC', 'sentiment': 'positive', 'char_from': 25, 'char_to': 29, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7565,sentfin_007565,"M&M is a buy: Seshadri Bharathan, KSEMA Fincon Ltd",mm is a buy seshadri bharathan ksema fincon ltd,2,neutral+positive,"[{'term': 'KSEMA Fincon Ltd', 'sentiment': 'neutral', 'char_from': 34, 'char_to': 50, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'M&M', 'sentiment': 'positive', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7566,sentfin_007566,M&M: Farm equipment division may be a growth driver,mm farm equipment division may be a growth driver,1,positive,"[{'term': 'M&M', 'sentiment': 'positive', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7567,sentfin_007567,Maharashtra dairies to up milk prices by Rs 3,maharashtra dairies to up milk prices by rs 3,1,positive,"[{'term': 'Maharashtra dairies', 'sentiment': 'positive', 'char_from': 0, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7568,sentfin_007568,"Mahindra & Mahindra Q3 profit rises 12%, matches estimates",mahindra mahindra q3 profit rises 12 matches estimates,1,positive,"[{'term': 'Mahindra & Mahindra', 'sentiment': 'positive', 'char_from': 0, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7569,sentfin_007569,Marico Q2 net up 27% to Rs 150.72 crore,marico q2 net up 27 to rs 15072 crore,1,positive,"[{'term': 'Marico', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7570,sentfin_007570,Marine fuel premium jumps to more than 9-month high,marine fuel premium jumps to more than 9month high,1,positive,"[{'term': 'Marine fuel', 'sentiment': 'positive', 'char_from': 0, 'char_to': 11, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7571,sentfin_007571,Markets at 3-week high despite muted Asia: Top bets,markets at 3week high despite muted asia top bets,1,positive,"[{'term': 'Markets', 'sentiment': 'positive', 'char_from': 0, 'char_to': 7, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7572,sentfin_007572,MEP Infrastructure gets Sebi nod for Rs 360-crore IPO,mep infrastructure gets sebi nod for rs 360crore ipo,2,neutral+positive,"[{'term': 'MEP Infrastructure', 'sentiment': 'positive', 'char_from': 0, 'char_to': 18, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 24, 'char_to': 28, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7573,sentfin_007573,Mercator Lines has potential to touch Rs 180: Ventura,mercator lines has potential to touch rs 180 ventura,2,neutral+positive,"[{'term': 'Mercator Lines', 'sentiment': 'positive', 'char_from': 0, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Ventura', 'sentiment': 'neutral', 'char_from': 46, 'char_to': 53, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7574,sentfin_007574,Mercator rallies on oil discovery in second Cambay well,mercator rallies on oil discovery in second cambay well,1,positive,"[{'term': 'Mercator', 'sentiment': 'positive', 'char_from': 0, 'char_to': 8, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7575,sentfin_007575,Merrill Lynch buys 2.35 lakh shares in Financial Technologies,merrill lynch buys 235 lakh shares in financial technologies,2,neutral+positive,"[{'term': 'Financial Technologies', 'sentiment': 'positive', 'char_from': 39, 'char_to': 61, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Merrill Lynch', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 13, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7576,sentfin_007576,Miners boost Britain's FTSE on bullishness over China's economy,miners boost britains ftse on bullishness over chinas economy,1,positive,"[{'term': 'FTSE', 'sentiment': 'positive', 'char_from': 23, 'char_to': 27, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7577,sentfin_007577,"Miners help FTSE bounce, but weak results cap gains",miners help ftse bounce but weak results cap gains,1,positive,"[{'term': 'FTSE', 'sentiment': 'positive', 'char_from': 12, 'char_to': 16, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7578,sentfin_007578,MMTC surges after company sees turnaround in Q2 earnings,mmtc surges after company sees turnaround in q2 earnings,1,positive,"[{'term': 'MMTC', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7579,sentfin_007579,"MMTC zooms 21% on bonus issue, stock split plans",mmtc zooms 21 on bonus issue stock split plans,1,positive,"[{'term': 'MMTC', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7580,sentfin_007580,"Money talks, IPO reform walks as China stocks rally",money talks ipo reform walks as china stocks rally,1,positive,"[{'term': 'China stocks', 'sentiment': 'positive', 'char_from': 33, 'char_to': 45, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7581,sentfin_007581,"Motherson Sumi can get wonderful returns, says Mehraboon Irani",motherson sumi can get wonderful returns says mehraboon irani,1,positive,"[{'term': 'Motherson Sumi', 'sentiment': 'positive', 'char_from': 0, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7582,sentfin_007582,MT Educare IPO subscribed 65 pc on Day 1,mt educare ipo subscribed 65 pc on day 1,1,positive,"[{'term': 'MT Educare', 'sentiment': 'positive', 'char_from': 0, 'char_to': 10, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7583,sentfin_007583,Multibaggers: Midcaps that can rally 80-150% in long term,multibaggers midcaps that can rally 80150 in long term,1,positive,"[{'term': 'Midcaps', 'sentiment': 'positive', 'char_from': 14, 'char_to': 21, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7584,sentfin_007584,Multiple triggers drive up RIL 10% in 3 days,multiple triggers drive up ril 10 in 3 days,1,positive,"[{'term': 'RIL', 'sentiment': 'positive', 'char_from': 27, 'char_to': 30, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7585,sentfin_007585,Nagarjuna Construction is a value buy: Networth Stock Broking,nagarjuna construction is a value buy networth stock broking,2,neutral+positive,"[{'term': 'Nagarjuna Construction', 'sentiment': 'positive', 'char_from': 0, 'char_to': 22, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Networth Stock Broking', 'sentiment': 'neutral', 'char_from': 39, 'char_to': 61, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7586,sentfin_007586,Narayana Hruduyalaya IPO opens today; here's what experts say,narayana hruduyalaya ipo opens today heres what experts say,1,positive,"[{'term': 'Narayana Hruduyalaya', 'sentiment': 'positive', 'char_from': 0, 'char_to': 20, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7587,sentfin_007587,Nestle India surges as FSSAI-approved lab finds Maggi safe,nestle india surges as fssaiapproved lab finds maggi safe,1,positive,"[{'term': 'Nestle India', 'sentiment': 'positive', 'char_from': 0, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7588,sentfin_007588,Nestle Q3 net up 9.22% at Rs 311.29 crore,nestle q3 net up 922 at rs 31129 crore,1,positive,"[{'term': 'Nestle', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7589,sentfin_007589,"NHB tax-free bonds over-subscribed on day 1, subscription ends",nhb taxfree bonds oversubscribed on day 1 subscription ends,1,positive,"[{'term': 'NHB tax-free bonds', 'sentiment': 'positive', 'char_from': 0, 'char_to': 18, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7590,sentfin_007590,NHPC Q2 net soars 11.92% to Rs 690.18 cr,nhpc q2 net soars 1192 to rs 69018 cr,1,positive,"[{'term': 'NHPC', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7591,sentfin_007591,Nifty might head towards levels of 8180-8200: Mitesh Thacker,nifty might head towards levels of 81808200 mitesh thacker,1,positive,"[{'term': 'Nifty', 'sentiment': 'positive', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7592,sentfin_007592,Nikkei strikes 7 year high as dollar bashes yen,nikkei strikes 7 year high as dollar bashes yen,1,positive,"[{'term': 'Nikkei', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7593,sentfin_007593,Nitin Fire surges as Amitabh Bachchan buys 0.51% stake,nitin fire surges as amitabh bachchan buys 051 stake,1,positive,"[{'term': 'Nitin Fire', 'sentiment': 'positive', 'char_from': 0, 'char_to': 10, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7594,sentfin_007594,NMDC posts 34 per cent rise in fourth quarter,nmdc posts 34 per cent rise in fourth quarter,1,positive,"[{'term': 'NMDC', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7595,sentfin_007595,No Moody's high! Sensex ends day 177 points up,no moodys high sensex ends day 177 points up,1,positive,"[{'term': 'Sensex', 'sentiment': 'positive', 'char_from': 17, 'char_to': 23, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7596,sentfin_007596,No stock limits on commodities in regulated warehouses: FMC,no stock limits on commodities in regulated warehouses fmc,1,neutral,"[{'term': 'FMC', 'sentiment': 'neutral', 'char_from': 56, 'char_to': 59, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7597,sentfin_007597,OCL Iron bags coal mine in auction; stock surges,ocl iron bags coal mine in auction stock surges,1,positive,"[{'term': 'OCL Iron', 'sentiment': 'positive', 'char_from': 0, 'char_to': 8, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7598,sentfin_007598,"Oil at three-month high on Iraq anxiety, stocks steady",oil at threemonth high on iraq anxiety stocks steady,1,positive,"[{'term': 'Oil', 'sentiment': 'positive', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7599,sentfin_007599,OIL October-quarter net up 4% at Rs 902.96 crore,oil octoberquarter net up 4 at rs 90296 crore,1,positive,"[{'term': 'OIL', 'sentiment': 'positive', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7600,sentfin_007600,One can expect markets to go high: Sudip Bandyopadhyay,one can expect markets to go high sudip bandyopadhyay,1,positive,"[{'term': 'markets', 'sentiment': 'positive', 'char_from': 15, 'char_to': 22, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7601,sentfin_007601,Onion prices rise 66% as traders overstocked for profits,onion prices rise 66 as traders overstocked for profits,1,positive,"[{'term': 'Onion', 'sentiment': 'positive', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7602,sentfin_007602,Opto Circuits shares rally over 35% on heavy volumes,opto circuits shares rally over 35 on heavy volumes,1,positive,"[{'term': 'Opto Circuits', 'sentiment': 'positive', 'char_from': 0, 'char_to': 13, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7603,sentfin_007603,Pantaloon Retail is a buy on dips: Deepak Mohoni,pantaloon retail is a buy on dips deepak mohoni,1,positive,"[{'term': 'Pantaloon Retail', 'sentiment': 'positive', 'char_from': 0, 'char_to': 16, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7604,sentfin_007604,Patni Computers zooms 8 pc on stake sale buzz,patni computers zooms 8 pc on stake sale buzz,1,positive,"[{'term': 'Patni Computers', 'sentiment': 'positive', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7605,sentfin_007605,"Petronet LNG a strong stock: Ashwani Gujral, Market Strategist",petronet lng a strong stock ashwani gujral market strategist,1,positive,"[{'term': 'Petronet LNG', 'sentiment': 'positive', 'char_from': 0, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7606,sentfin_007606,Pfizer Ltd shares end 3% higher on Allergen deal,pfizer ltd shares end 3 higher on allergen deal,2,neutral+positive,"[{'term': 'Allergen', 'sentiment': 'neutral', 'char_from': 35, 'char_to': 43, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Pfizer Ltd', 'sentiment': 'positive', 'char_from': 0, 'char_to': 10, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7607,sentfin_007607,Piramal Healthcare profit jumps two-fold to Rs 136 cr,piramal healthcare profit jumps twofold to rs 136 cr,1,positive,"[{'term': 'Piramal Healthcare', 'sentiment': 'positive', 'char_from': 0, 'char_to': 18, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7608,sentfin_007608,Polaris net up 8 pc on lower forex losses,polaris net up 8 pc on lower forex losses,1,positive,"[{'term': 'Polaris', 'sentiment': 'positive', 'char_from': 0, 'char_to': 7, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7609,sentfin_007609,"Potato futures extend gains, climb 3% on strong demand",potato futures extend gains climb 3 on strong demand,1,positive,"[{'term': 'Potato', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7610,sentfin_007610,Potato futures gain 1.64 per cent on spot demand,potato futures gain 164 per cent on spot demand,1,positive,"[{'term': 'Potato', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7611,sentfin_007611,Pratibha Industries bags Rs 57 cr contract; stock up,pratibha industries bags rs 57 cr contract stock up,1,positive,"[{'term': 'Pratibha Industries', 'sentiment': 'positive', 'char_from': 0, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7612,sentfin_007612,Pratibha Industries Q1 net up 22% at Rs 23crore,pratibha industries q1 net up 22 at rs 23crore,1,positive,"[{'term': 'Pratibha Industries', 'sentiment': 'positive', 'char_from': 0, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7613,sentfin_007613,Premium valuations of Eicher Motors should sustain: Mayuresh Joshi,premium valuations of eicher motors should sustain mayuresh joshi,1,positive,"[{'term': 'Eicher Motors', 'sentiment': 'positive', 'char_from': 22, 'char_to': 35, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7614,sentfin_007614,Prices of base metals move up on global cues,prices of base metals move up on global cues,1,positive,"[{'term': 'base metals', 'sentiment': 'positive', 'char_from': 10, 'char_to': 21, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7615,sentfin_007615,Project pipeline to power long-term growth of Tata Power,project pipeline to power longterm growth of tata power,1,positive,"[{'term': 'Tata Power', 'sentiment': 'positive', 'char_from': 46, 'char_to': 56, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7616,sentfin_007616,PVR Q2 jumps over four-fold to Rs 41 crore,pvr q2 jumps over fourfold to rs 41 crore,1,positive,"[{'term': 'PVR', 'sentiment': 'positive', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7617,sentfin_007617,Rail stocks jump 5-12 per cent on FDI buzz,rail stocks jump 512 per cent on fdi buzz,1,positive,"[{'term': 'Rail', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7618,sentfin_007618,Rajesh exports hits new high on asset buy buzz,rajesh exports hits new high on asset buy buzz,1,positive,"[{'term': 'Rajesh exports', 'sentiment': 'positive', 'char_from': 0, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7619,sentfin_007619,Raymond may sell stake to PE funds; stock gains,raymond may sell stake to pe funds stock gains,1,positive,"[{'term': 'Raymond', 'sentiment': 'positive', 'char_from': 0, 'char_to': 7, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7620,sentfin_007620,Raymond seeing phenomenal rerating; positive on stock: Harendra Kumar,raymond seeing phenomenal rerating positive on stock harendra kumar,1,positive,"[{'term': 'Raymond', 'sentiment': 'positive', 'char_from': 0, 'char_to': 7, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7621,sentfin_007621,RCF Q4 net up 30% to Rs 152.47 crore,rcf q4 net up 30 to rs 15247 crore,1,positive,"[{'term': 'RCF', 'sentiment': 'positive', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7622,sentfin_007622,Re nears 2-year high on strong fund inflow hopes,re nears 2year high on strong fund inflow hopes,1,positive,"[{'term': 'Re', 'sentiment': 'positive', 'char_from': 0, 'char_to': 2, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7623,sentfin_007623,Recent developments are positive for ONGC stock: Gajendra Nagpal,recent developments are positive for ongc stock gajendra nagpal,1,positive,"[{'term': 'ONGC', 'sentiment': 'positive', 'char_from': 37, 'char_to': 41, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7624,sentfin_007624,Reckitt helps keep Britain's FTSE afloat after solid update,reckitt helps keep britains ftse afloat after solid update,2,positive,"[{'term': 'FTSE', 'sentiment': 'positive', 'char_from': 29, 'char_to': 33, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Reckitt', 'sentiment': 'positive', 'char_from': 0, 'char_to': 7, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7625,sentfin_007625,"Refining, petrochem boost to help Reliance Industries maintain profitability",refining petrochem boost to help reliance industries maintain profitability,1,positive,"[{'term': 'Reliance Industries', 'sentiment': 'positive', 'char_from': 34, 'char_to': 53, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7626,sentfin_007626,Rel Broadcast Network up 4pc on deal with CBS,rel broadcast network up 4pc on deal with cbs,2,neutral+positive,"[{'term': 'CBS', 'sentiment': 'neutral', 'char_from': 42, 'char_to': 45, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Rel Broadcast Network', 'sentiment': 'positive', 'char_from': 0, 'char_to': 21, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7627,sentfin_007627,Repco Home gains; RBI allows FIIs to buy shares,repco home gains rbi allows fiis to buy shares,2,neutral+positive,"[{'term': 'RBI', 'sentiment': 'neutral', 'char_from': 18, 'char_to': 21, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Repco Home', 'sentiment': 'positive', 'char_from': 0, 'char_to': 10, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7628,sentfin_007628,Rupiah scales two-month high after Jokowi wins presidential election,rupiah scales twomonth high after jokowi wins presidential election,1,positive,"[{'term': 'Rupiah', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7629,sentfin_007629,Russian rouble edges up before central bank rate decision,russian rouble edges up before central bank rate decision,1,positive,"[{'term': 'Russian rouble', 'sentiment': 'positive', 'char_from': 0, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7630,sentfin_007630,"Safe-haven bids keep gold above $1,300; physical demand eyed",safehaven bids keep gold above 1300 physical demand eyed,1,positive,"[{'term': 'gold', 'sentiment': 'positive', 'char_from': 21, 'char_to': 25, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7631,sentfin_007631,SAIL in talks to acquire mines abroad; stock up,sail in talks to acquire mines abroad stock up,1,positive,"[{'term': 'SAIL', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7632,sentfin_007632,Sanofi Q1 Net up 16.44% at Rs 51.7 crore,sanofi q1 net up 1644 at rs 517 crore,1,positive,"[{'term': 'Sanofi', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7633,sentfin_007633,Saregama India climbs 6% on Reliance Capital stake buy,saregama india climbs 6 on reliance capital stake buy,2,neutral+positive,"[{'term': 'Reliance Capital', 'sentiment': 'neutral', 'char_from': 28, 'char_to': 44, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Saregama India', 'sentiment': 'positive', 'char_from': 0, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7634,sentfin_007634,SBBJ Q2 profit rises 48pc at Rs 127 crore,sbbj q2 profit rises 48pc at rs 127 crore,1,positive,"[{'term': 'SBBJ', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7635,sentfin_007635,SCI to operate GAILs nine LNG ships; stock rallies,sci to operate gails nine lng ships stock rallies,2,neutral+positive,"[{'term': 'GAIL', 'sentiment': 'neutral', 'char_from': 15, 'char_to': 19, 'match_status': 'matched', 'match_type': 'substring_unique'}, {'term': 'SCI', 'sentiment': 'positive', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7636,sentfin_007636,"Sector watch: Cement outlook improves, prices rise in north",sector watch cement outlook improves prices rise in north,1,positive,"[{'term': 'Cement', 'sentiment': 'positive', 'char_from': 14, 'char_to': 20, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7637,sentfin_007637,See 50-60% upside potential in Majesco: Daljeet Singh Kohli,see 5060 upside potential in majesco daljeet singh kohli,1,positive,"[{'term': 'Majesco', 'sentiment': 'positive', 'char_from': 31, 'char_to': 38, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7638,sentfin_007638,"Sentiment back in retail market again: Ambareesh Baliga, Edelweiss",sentiment back in retail market again ambareesh baliga edelweiss,2,neutral+positive,"[{'term': 'Edelweiss', 'sentiment': 'neutral', 'char_from': 57, 'char_to': 66, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'retail market', 'sentiment': 'positive', 'char_from': 18, 'char_to': 31, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7639,sentfin_007639,Shalimar paints has good headroom for growth: Prakash Diwan,shalimar paints has good headroom for growth prakash diwan,1,positive,"[{'term': 'Shalimar paints', 'sentiment': 'positive', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7640,sentfin_007640,Shalimar Paints shares zoom 12% after net profit increases,shalimar paints shares zoom 12 after net profit increases,1,positive,"[{'term': 'Shalimar Paints', 'sentiment': 'positive', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7641,sentfin_007641,Shanghai shares close at highest in nearly two months,shanghai shares close at highest in nearly two months,1,positive,"[{'term': 'Shanghai shares', 'sentiment': 'positive', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7642,sentfin_007642,Shares flirt with record highs on ECB easing bets,shares flirt with record highs on ecb easing bets,1,positive,"[{'term': 'ECB', 'sentiment': 'positive', 'char_from': 34, 'char_to': 37, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
7643,sentfin_007643,Sharp upmove in Reliance expected above Rs 1065: IIFL,sharp upmove in reliance expected above rs 1065 iifl,1,positive,"[{'term': 'Reliance', 'sentiment': 'positive', 'char_from': 16, 'char_to': 24, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
